whole_text,tweet_time,mentions_tesla,is_reply,is_quote,is_retweet,positive,negative,neutral,close_delta_z,volume_delta_z,price_cv,volume_cv,close_position,max_z_next5
"🚨NEW: The New York Times conservative hit piece just dropped. The NYT and Media Matters attempt to pressure Google (YouTube) to remove 30 voices: Rudy Giuliani, Tucker Carlson, Ben Shapiro, Kash Patel, Benny Johnson, Mike Davis, Ted Cruz, RFK Jr., and more. Media Matters claims: “YouTube is allowing these right-wing accounts and channels to undermine the 2024 (election) results."" YouTube claims: ""The ability to openly debate political ideas, even those that are controversial, is an important value — especially in the midst of election season."" The New York Times and Media Matters hope to pressure Google/YouTube's hand through this article. “Media Matters” is evil incarnate",2024-10-31 15:34:00,0,0,1,0,0.0111,0.7387,0.2501,-2.506,-0.546,0.001,0.242,0.0,0.313
"The media claims that 𝕏 is ineffective against the surge in U.S. election misinformation, but the reality is that 𝕏 remains the #1 source for news. 🇺🇸 𝕏 is where you can learn what is real. Legacy media lies licentiously.",2024-10-31 16:16:00,0,0,1,0,0.0367,0.4832,0.48,-0.673,-0.118,0.001,0.349,0.203,3.625
"It was an interesting conversation. Combustion rockets are the best way to get to Mars in the short to medium term. There is perhaps some merit to a fission rocket shuttling between low Earth orbit and low Mars orbit, but chemical rockets are well-suited to getting to orbit,",2024-11-01 14:28:00,0,1,0,0,0.875,0.0054,0.1197,-1.054,-1.308,0.002,0.186,0.457,2.59
"She has always voted by mail in Nevada as a Democrat and has never had a single problem. This year she mailed in her ballot, but voted Republican for the first time ever, and her ballot was rejected. If you have already voted, please check to make sure that your ballot was accepted. And if it wasn’t reached out to your local RNC chapter to figure out what you need to do in order to cure it. Please check to make sure your mail in ballot was accepted",2024-11-04 14:36:00,0,0,1,0,0.2019,0.1273,0.6708,-2.257,0.688,0.015,0.804,0.0,-1.308
"VOTE TRUMP. No matter what state you live in, do NOT vote for me. Let's get President Trump back in the White House and me to Washington so we can Make America Healthy Again, end the forever wars, and protect our civil liberties. 🇺🇸 🇺🇸🇺🇸🇺🇸 Let’s go, America!! 🇺🇸🇺🇸🇺🇸",2024-11-04 14:48:00,0,0,1,0,0.5557,0.1063,0.338,2.169,-1.418,0.004,0.431,0.755,2.481
The true battle is: Extinctionists who want a holocaust for all of humanity. — Versus — Expansionists who want to reach the stars and understand the Universe. — Elon Musk Vote for an exciting future with !,2024-11-04 15:28:00,0,0,1,0,0.3439,0.1315,0.5247,1.641,-2.602,0.002,0.285,0.807,0.451
Sounds like LeCan’t stopped taking his psych meds again 😂 wtf is he talking about?,2024-11-04 20:32:00,0,1,0,0,0.0194,0.7848,0.1957,-2.317,2.792,0.001,0.562,0.0,-2.45
The cavalry has arrived. Men are voting in record numbers. They now realize everything is at stake.,2024-11-05 17:09:00,0,0,0,0,0.1193,0.3367,0.544,-2.973,-1.084,0.001,0.404,0.0,4.751
I switched by breakfast steak to medium-well sautéed in strips. It’s amazing. TBone or filet medium-rare with a warm center is what I usually have at a restaurant.,2024-11-05 17:25:00,0,1,0,0,0.9586,0.0054,0.036,1.933,-2.299,0.002,0.34,0.868,1.648
That was priority #1. Democrat vs Republican early voting in Pennsylvania was better for Dems than 2020 until just after 10/10. Then a series of things happened that dramatically changed the picture to where Dems are now ~600k votes worse than 2020 going into election day.,2024-11-05 17:50:00,0,1,0,0,0.0567,0.5276,0.4157,2.492,0.547,0.001,0.319,1.0,0.951
It’s a good first step. Will improve dramatically over the next few months.,2024-11-05 19:29:00,0,1,0,0,0.971,0.0051,0.0239,1.423,0.694,0.001,0.377,0.608,-0.948
"When you use AI to replace every mention of ""our democracy"" with ""our bureaucracy,"" everything starts making a lot more sense. Haha so accurate!!",2024-11-05 19:49:00,0,0,1,0,0.8111,0.0232,0.1657,0.518,-2.56,0.0,0.234,0.19,-6.789
"Any system that has software issues is insecure. Period. No matter who wins this election, can we please switch to: - paper ballots - with voter ID - in a one day election We need a system that American's can trust In a Cold War 2.0, that system is low tech Absolutely",2024-11-05 20:03:00,0,0,1,0,0.0326,0.688,0.2795,-2.612,1.377,0.002,0.309,0.193,0.389
"The Californians I know who moved to Texas are even extra Texan marinated in Texas sauce. For the love of God, please don’t let Texas become California 🙏",2024-11-06 16:29:00,0,1,0,0,0.0373,0.7008,0.2619,0.02,-0.569,0.002,0.288,0.951,1.067
"Legacy media is dead. Long live citizen journalism! The US presidential campaign was further proof of what Elon Musk has been repeatedly predicting: citizen journalism is overtaking traditional media. While the winning candidate appeared in several independent podcasts for long conversations and posted himself on social media, the losing candidate gave only a few brief and edited interviews to legacy media and delegated social media posts to a PR team. This wasn't satisfying to many voters. People want to know what their political representatives really think, as human beings, and why they think what they think. Only then will they really trust them. As Elon Musk wrote, “Leaders should post [on 𝕏] directly, not hand the role to intermediaries. That is what works best. Mistakes will be made, but that’s what proves it’s real. People want authenticity.” To a future of citizen journalism and authenticity! The reality of this election was plain to see on 𝕏, while most legacy media lied relentlessly to the public. You are the media now. Please post your thoughts & observations on 𝕏, correct others when wrong and we will have at least one place in the world where you can come",2024-11-06 16:59:00,0,0,1,0,0.093,0.3918,0.5152,2.016,0.473,0.002,0.669,0.772,2.161
"💯 Many PhDs have the Ego/Abilty>>1 problem, so weak feedback loop.",2024-11-07 15:04:00,0,1,0,0,0.0309,0.561,0.4081,2.58,1.311,0.006,0.67,0.992,1.525
"The others were sitting on yachts sipping cocktails, while I was giving talks on the ground in Pennsylvania. Turns out, people find the latter to be far more persuasive …",2024-11-07 15:22:00,0,1,0,0,0.5001,0.018,0.482,1.959,-0.954,0.003,0.374,0.748,2.161
"Turns out Americans really don’t give a shit what Hollywood celebs think #whitepill True, that is encouraging to see 💫",2024-11-07 16:14:00,0,0,1,0,0.8283,0.0383,0.1334,1.509,0.824,0.001,0.394,0.736,1.134
"Our censorship investigation isn’t going anywhere. All gas. No brakes. CCDH should be prosecuted for interference in US elections by a foreign entity, among their many crimes",2024-11-07 16:35:00,0,0,1,0,0.0083,0.8746,0.1171,2.243,1.697,0.002,0.491,0.826,2.311
"When there are egregiously wrong legal judgments in a single state that substantially harm American citizens in all other 49 states, the Federal government should take immediate corrective action",2024-11-07 16:50:00,0,0,0,0,0.0085,0.8384,0.1531,0.462,0.056,0.001,0.308,0.486,1.424
"We now have a dream team leading the country, and a revolution in government is possible America’s A team is usually building companies in the private sector Once in a long time, reforming government is important enough that the A team allocates time to government. This is that time.",2024-11-07 17:40:00,0,0,1,0,0.7082,0.0149,0.2769,-2.018,0.118,0.001,0.318,0.021,-0.257
"If I’m so powerful, why does my back still hurt so much!? Sigh.",2024-11-07 19:21:00,0,1,0,0,0.0248,0.8691,0.1061,-2.595,-1.308,0.001,0.275,0.0,-3.533
💯 People should be able to walk around their city without being assaulted!,2024-11-07 20:19:00,0,1,0,0,0.1877,0.2682,0.544,2.832,2.26,0.001,0.548,1.0,2.348
WE ARE THE MEDIA NOW!!! You are the media now,2024-11-08 17:53:00,0,0,1,0,0.2182,0.1355,0.6463,3.046,-0.152,0.001,0.315,1.0,1.165
"Scientific American editor-in-chief is an embarrassment to science. Get politics out of science, engineering, STEM education. Science and engineering is about building cool shit, and exploring the mysteries of physics, chemistry, biology, etc. The problem is that she places political activism above science",2024-11-08 19:53:00,0,0,1,0,0.0194,0.8515,0.1291,1.037,0.588,0.002,0.221,1.0,1.933
I would love a movement to remove politics from some of the institutions that we grew up with. WIRED is chief among them ( that they have a politics section or a view on the elections is a sign of many a problem). Also: Scientific American. MIT Tech Review. Nature. Exactly,2024-11-11 16:01:00,0,0,1,0,0.0521,0.6473,0.3007,3.001,1.213,0.002,0.369,0.918,1.16
"The new Congress begins on January 3rd, but President Trump doesn’t take office until January 20th. With MAJORITIES in the House and the Senate, we should have at least a dozen bills to shrink government overreach on his desk awaiting his signature by the first day of his term! Government Efficiency FTW!!",2024-11-11 19:26:00,0,0,1,0,0.4282,0.0265,0.5453,-2.316,-3.381,0.001,0.252,0.327,-1.789
"NEWS: Minister of Communications Boukar Michel announces the upcoming arrival of in Chad 🇹🇩 According to the Minister, Starlink will solve the problem of reliability and cost of internet services that has been raging in the country since the beginning of 2024. Starlink now available in Chad!",2024-11-11 19:46:00,0,0,1,0,0.643,0.0056,0.3514,-3.23,-1.307,0.002,0.258,0.0,-2.901
"They are subtarded. A string of satellites increases bandwidth, not latency.",2024-11-11 20:12:00,0,1,0,0,0.0599,0.175,0.765,1.557,0.704,0.003,0.326,0.707,0.552
It’s way too small though. Needs to be at least twice the size.,2024-11-11 20:34:00,0,1,0,0,0.0213,0.7722,0.2065,2.497,0.636,0.002,0.224,0.819,4.066
"Still much work to do, but the tide of the battle has turned",2024-11-12 16:52:00,0,1,0,0,0.2548,0.0804,0.6647,0.172,2.542,0.002,0.357,1.0,2.767
They want to go somewhere where they can still lie and not be corrected,2024-11-12 17:02:00,0,1,0,0,0.0164,0.7012,0.2824,-1.517,-1.597,0.002,0.189,0.371,-0.763
"Congrats to the Tesla Nevada team on building 1000 Powerwalls in a single day Congratulations Tesla Powerwall team! These will make a big difference around the world. With a Powerwall, your home or business has guaranteed continuous power during utility blackouts or brownouts. Add solar to your roof and/or nearby ground and you can operate off grid.",2024-11-12 17:37:00,1,0,1,0,0.9719,0.0023,0.0258,1.985,-2.018,0.002,0.237,0.831,0.709
